IDEQUIPAMENT,ALIES,NOM,CATEGORIA,VIA,SUFIX_VIA,NUM,CPOSTAL,POBLACIO,CODI_MUNICIPI,COMARCA,UTMX,UTMY,LONGITUD,LATITUD,DATA_MODIFICACIO,PROPIETATS,Georeferència
3619557,Consultori local Sant Guim de Freixenet,Consultori local Sant Guim de Freixenet,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MAJOR, 20",cr.,20,25270,SANT GUIM DE FREIXENET,251924,SEGARRA,"368,490.12","4,612,779.09",1.420558326,41.655916243,11/11/2025 01:10:31 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 53 10 48)-  Atenció continuada 24 h al CAP Cervera.,POINT (1.420558326 41.655916243)
33598922,ASSIR CAP L'Hospitalet de l'Infant,ASSIR CAP L'Hospitalet de l'Infant,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CT DE MÓRA, 13-15",ct.,13-15,43890,VANDELLÒS I L'HOSPITALET DE L'INFANT,431628,BAIX CAMP,"325,085.91","4,540,123.39",0.920470579,40.993546739,11/11/2025 01:10:31 PM,Horari|de 8 a 20h,POINT (0.9204705790000001 40.993546739)
3620799,CAP Poblenou,CAP Poblenou,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR LOPE DE VEGA, 138",cr.,138,8005,BARCELONA,80193,BARCELONES,"433,320.43","4,584,087.23",2.202247199,41.405564854,11/11/2025 01:10:31 PM,Horari|De dl. a dv. de 8 a 20 h i ds. de 9 a 14 h. Fora d'aquest horari telèfon 061 Salut Respon o al CAP Sant Martí (CUAP).,POINT (2.202247199 41.405564854)
3620263,PADES Selva Marítima,PADES Selva Marítima,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR MOSSÈN JAUME ARCELÓS, 1",cr.,1,17300,BLANES,170237,SELVA,"482,277.08","4,613,807.52",2.787077913,41.675835415,11/11/2025 01:10:31 PM,,POINT (2.787077913 41.675835415)
3619690,Consultori local Els Omells de na Gaia,Consultori local Els Omells de na Gaia,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL MAJOR, 1",pl.,1,43449,ELS OMELLS DE NA GAIA,251543,URGELL,"339,315.59","4,596,048.43",1.074823546,41.499955578,11/11/2025 01:10:31 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 33 71 57).  Atenció continuada 24 h al CAP Bellpuig.,POINT (1.074823546 41.499955578)
3619765,Consultori local Roda de Berà,Consultori local Roda de Berà,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DE LA FONT, 7, portal B",cr.,7,43883,RODA DE BERÀ,431310,TARRAGONES,"370,277.18","4,560,470.91",1.453232383,41.185212379,11/11/2025 01:10:31 PM,"Horari|Dll, dc, dj: 8.00 a 20.00. Dimarts i divendres : 8.00 a 14.00. Atenció continuada 24 h al CAP Torredembarra.  Estiu: Només matins.",POINT (1.453232383 41.185212379)
3619811,CUAP Salou,CUAP Salou,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR CARRILET, 12",cr.,12,43840,SALOU,439057,TARRAGONES,"343,167.74","4,549,654.32",1.132903771,41.083034546,11/11/2025 01:10:31 PM,Horari|24 hores.,POINT (1.132903771 41.083034546)
3620164,CAP Ripollès,CAP Ripollès,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR MACIÀ BONAPLATA, 8",cr.,8,17500,RIPOLL,171479,RIPOLLES,"433,361.42","4,672,073.73",2.192853297,42.197983023,11/11/2025 01:10:32 PM,Horari|de dl. a dv. de 8 a 20 h. Fora d'aquest horari truqueu al 061 CatSalut Respon o adreceu-vos a l'Hospital de Campdevànol.,POINT (2.192853297 42.197983023)
3620063,Consultori local Sant Jordi Desvalls,Consultori local Sant Jordi Desvalls,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DOCTOR JOHER, S/N",cr.,S/N,17464,SANT JORDI DESVALLS,171668,GIRONES,"496,227.37","4,657,427.99",2.954397274,42.068907387,11/11/2025 01:10:31 PM,Horari|MG + DSI: dl. de 8 a 11h dt. d'11 a 13:30h i dj. de 15:30 a 20h en cas d'urgència truqueu al 061 Salut Respon o adreceu-vos al CAP Sarrià de Ter de dl. a dg. de 8 a 20h o al CUAP Güell de 20 a 8h.,POINT (2.954397274 42.068907387)
3620688,Hospital de Terrassa,Hospital de Terrassa,Salut|Centres sanitaris|3. Hospitals|,"CT TORREBONICA, S/N",ct.,S/N,8227,TERRASSA,82798,VALLES OCCIDENTAL,"421,097.96","4,601,016.77",2.053819999,41.55693,11/11/2025 01:10:31 PM,Horari|Urgències i emergències 24 hores.,POINT (2.053819999 41.55693)
3621524,Consultori local Sant Joan Mediona,Consultori local Sant Joan Mediona,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DOCTOR TRUETA, 10",cr.,10,8773,MEDIONA,81228,ALT PENEDES,"384,056.08","4,592,620.23",1.611342986,41.476808706,11/11/2025 01:10:31 PM,"Horari|Dilluns, dimarts, dimecres i divendres de 8 a 15h i dijous de 14 a 20h. Fora d'aquest horari contacte telefònic amb el CAP Sant Sadurní d'Anoia per derivar al consultori local de tarda. Caps de setmana i festius de 8 a 20 al PAC Sant Sadurní. Resta d'horaris a l'Hospital Comarcal Alt Penedès o bé truqueu al 061 Salut Respon. El proper 24/10/2025 el centre romandrà tancat.",POINT (1.611342986 41.476808706)
3619739,Consultori local Montferri,Consultori local Montferri,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MAJOR, 40",cr.,40,43812,MONTFERRI,430897,ALT CAMP,"363,074.37","4,569,498.75",1.365357585,41.265315753,11/11/2025 01:10:31 PM,Horari|Dm i dj: 12 a 14,POINT (1.365357585 41.265315753)
3622036,CAP Bòbila - Equip Can Vidalet,CAP Bòbila - Equip Can Vidalet,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"PL BÒBILA, S/N",pl.,S/N,8950,ESPLUGUES DE LLOBREGAT,80771,BAIX LLOBREGAT,"423,641.87","4,580,884.70",2.086870015,41.375860345,11/11/2025 01:10:32 PM,"Horari|De dilluns a divendres de 8h a 20h. Dissabtes, diumenges i festius de 8 a15h al CAP Lluís Millet. Fora d'aquests horaris i nits al CUAP Cornellà (obert 24h) o bé truqueu al 061 Salut Respon",POINT (2.086870015 41.375860345)
3621564,Hospital Mare de Déu de la Mercè,Hospital Mare de Déu de la Mercè,Salut|Centres sanitaris|5. Centres de salut mental|,"PS UNIVERSAL, 34-44",ps.,34-44,8042,BARCELONA,80193,BARCELONES,"429,960.28","4,587,677.26",2.161634717,41.437613139,11/11/2025 01:10:31 PM,,POINT (2.161634717 41.437613139)
3619939,Consultori local Sant Jaume del Domenys,Consultori local Sant Jaume del Domenys,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR GERMANOR, 12",cr.,12,43713,SANT JAUME DELS DOMENYS,431378,BAIX PENEDES,"379,487.32","4,572,814.10",1.560579013,41.297785367,11/11/2025 01:10:31 PM,Horari|Dilluns a divendres: 8 a 15:00h. Dijous: fins a les 20h. Fora d'aquest horari atenció continuada al CAP l'Arboç.,POINT (1.560579013 41.297785367)
3620552,CAS Girona. Centre d'Atenció i Seguiment de les Drogodependències,CAS Girona. Centre d'Atenció i Seguiment de les Drogodependències,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR MOSSÈN BALDIRI REIXACH, 50",cr.,50,17003,GIRONA,170792,GIRONES,"485,327.47","4,646,594.13",2.822913107,41.971203312,11/11/2025 01:10:32 PM,,POINT (2.822913107 41.971203312)
3619588,Consultori local Alpicat (Lleida Rural Nord),Consultori local Alpicat (Lleida Rural Nord),Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DEL BOSC, S/N",cr.,S/N,25110,ALPICAT,250236,SEGRIA,"296,265.31","4,615,760.62",0.552744077,41.667562016,11/11/2025 01:10:31 PM,Horari|De dl. a dg. i festius de 8 a 22 h. Fora d'aquest horari atenció continuada i urgències mèdiques tel. 061 Salut Respon.,POINT (0.5527440770000001 41.667562016)
3619628,PADES Segrià Sud,PADES Segrià Sud,Salut|Centres sanitaris|4. Centres sociosanitaris|,"AV ALCALDE ROVIRA ROURE, 44",av.,44,25198,LLEIDA,251207,SEGRIA,"301,435.45","4,610,668.75",0.616485668,41.623043416,11/11/2025 01:10:31 PM,,POINT (0.616485668 41.623043416)
3620926,CAP Sanllehy,CAP Sanllehy,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV MARE DE DÉU DE MONTSERRAT, 16-18",av.,16-18,8024,BARCELONA,80193,BARCELONES,"429,883.56","4,584,982.08",2.161029,41.413332084,11/11/2025 01:10:31 PM,"Horari|De dl. a dv. de 8 a 20 h. Pediatria al CAP Pare Claret. Fora d'aquest horari telèfon 061 Salut Respon, CUAP Dos de Maig o al CUAP Gràcia.",POINT (2.161029 41.413332084)
33695862,ASSIR CAP Santpedor,ASSIR CAP Santpedor,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DE LA PAU, 1",pl.,1,8251,SANTPEDOR,81923,BAGES,"403,296.86","4,626,304.47",1.836296078,41.782699688,11/11/2025 01:10:31 PM,,POINT (1.8362960780000002 41.782699688)
3620309,CAP Anoia - Equip Igualada 1,CAP Anoia - Equip Igualada 1,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"PS VERDAGUER, 170",ps.,170,8700,IGUALADA,81022,ANOIA,"385,722.88","4,603,844.20",1.629168515,41.578117894,11/11/2025 01:10:32 PM,Horari|Obert 24 hores.,POINT (1.629168515 41.578117894)
33598708,ASSIR CAP Les Borges del Camp,ASSIR CAP Les Borges del Camp,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV DE LA FONT DE LES ESCALES, S/N",av.,S/N,43350,LES BORGES DEL CAMP,430311,BAIX CAMP,"334,061.36","4,559,871.00",1.021790181,41.173204629,11/11/2025 01:10:31 PM,Horari|de 8 a 20h,POINT (1.021790181 41.173204629)
3622720,CAS Rubí,CAS Rubí,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR NOU, 28",cr.,28,8191,RUBÍ,81846,VALLES OCCIDENTAL,"419,276.47","4,593,939.25",2.032929638,41.493007136,11/11/2025 01:10:32 PM,,POINT (2.032929638 41.493007136)
3620665,CAP Guinardó,CAP Guinardó,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR TEODOR LLORENTE, 26",cr.,26,8041,BARCELONA,80193,BARCELONES,"431,371.38","4,585,596.99",2.178759749,41.418998791,11/11/2025 01:10:31 PM,"Horari|De dl. a dv. de 8 a 20 h.   Dissabtes no festius, de 9 a 14 h: Centre d'Atenció Continuada (CAC) Maragall, passeig de Maragall, 52-54, Barcelona. Resta d'horaris: Centre d'Urgències d'Atenció Primària (CUAP) Cotxeres, avinguda dels Quinze, 18-30, Barcelona. CUAP Dos de Maig, carrer del Dos de Maig, 301, Barcelona.",POINT (2.178759749 41.418998791)
3619858,Consultori local Pradell de la Teixeta,Consultori local Pradell de la Teixeta,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DALT, 19",cr.,19,43774,PRADELL DE LA TEIXETA,431153,PRIORAT,"321,739.48","4,558,277.36",0.875453867,41.156243111,11/11/2025 01:10:31 PM,Horari|Medicina familiar i comunitària: Dm i dj: 8.30 a 13.30 Estiu: 1 al 31 d'agost: dl i dv  Infermeria: Dll: 8.30 a 10.30,POINT (0.875453867 41.156243111)
3621893,CSMA L'Hospitalet de Llobregat-2,CSMA L'Hospitalet de Llobregat-2,Salut|Centres sanitaris|5. Centres de salut mental|,"CR JAUME FERRAN I CLUA, 6, pis 2",cr.,6,8902,L'HOSPITALET DE LLOBREGAT,81017,BARCELONES,"426,409.91","4,580,680.52",2.119992627,41.374279224,11/11/2025 01:10:31 PM,Horari|De dilluns a dijous de 8.30 a 17.30 h. i divendres de 8.30 a 14 h.,POINT (2.119992627 41.374279224)
3619824,CUAP i Hospital Lleuger Gimbernat,CUAP i Hospital Lleuger Gimbernat,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"PL DE L'AJUNTAMENT, 4",pl.,4,43850,CAMBRILS,430385,BAIX CAMP,"336,811.41","4,548,456.47",1.05758971,41.070999624,11/11/2025 01:10:31 PM,Horari|24 hores.,POINT (1.05758971 41.070999624)
7512111,Servei de Rehabilitació Comunitària Joia (Sant Martí),Servei de Rehabilitació Comunitària Joia (Sant Martí),Salut|Centres sanitaris|5. Centres de salut mental|,"CR ARAGÓ, 657, pis BA",cr.,657,8026,BARCELONA,80193,BARCELONES,"432,358.31","4,584,809.33",2.190656821,41.411988232,11/11/2025 01:10:31 PM,,POINT (2.190656821 41.411988232)
3620346,Atenció continuada CAP Peralada,Atenció continuada CAP Peralada,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"CR TOLÓ, 3-5",cr.,3-5,17491,PERALADA,171328,ALT EMPORDA,"501,131.05","4,684,176.68",3.013723929,42.309824209,11/11/2025 01:10:31 PM,Horari|De dl. a dg. de 8 a 20 h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos a l'Hospital de Figueres.,POINT (3.013723929 42.309824209)
3620499,Consultori local Argelaguer,Consultori local Argelaguer,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MAJOR, S/N",cr.,S/N,17853,ARGELAGUER,170101,GARROTXA,"470,365.96","4,673,801.94",2.640961507,42.215825606,11/11/2025 01:10:31 PM,Horari|Obert amb activitat programada MG+DSI: dv. de 13 a 15h  dc 8 a 10h en cas d'urgència truqueu al 061 Salut Respon o adreceu-vos al CAP Besalú de dl. a dg. de 8 a 20h o a l'Hospital d'Olot i Comarcal de la Garrotxa.,POINT (2.640961507 42.215825606)
3622336,PADES El Prat,PADES El Prat,Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR EMPÚRIES, 1-3",cr.,1-3,8820,EL PRAT DE LLOBREGAT,81691,BAIX LLOBREGAT,"424,300.53","4,574,782.87",2.095506607,41.320965995,11/11/2025 01:10:31 PM,Horari|De 8 a 15 h.,POINT (2.095506607 41.320965995)
33728742,ASSIR CAP Goretti Badia,ASSIR CAP Goretti Badia,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL DE LA SERRADONA, 1",pl.,1,8260,SÚRIA,82747,BAGES,"396,366.18","4,631,684.74",1.751972198,41.830273114,11/11/2025 01:10:31 PM,,POINT (1.751972198 41.830273114)
3622835,CAP Ciutat Meridiana,CAP Ciutat Meridiana,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR SANT FELIU DE CODINES, 2",cr.,2,8033,BARCELONA,80193,BARCELONES,"431,568.51","4,590,195.56",2.180597726,41.460433205,11/11/2025 01:10:31 PM,Horari|de dl. a dv. de 8 a 20 h. Fora d'aquest horari telèfon 061 Salut Respon; PAC Ciutat Meridiana.,POINT (2.1805977260000002 41.460433205)
3622814,Consultori local Espinelves,Consultori local Espinelves,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR DE LES ESCOLES, S/N",cr.,S/N,17405,ESPINELVES,170638,OSONA,"451,495.32","4,635,148.58",2.415538096,41.866764948,11/11/2025 01:10:31 PM,"Horari|dt., INF., de 12 a 15 h., i dj. MF., de 12 a 15 h. Fora dels horaris d'obertura us podeu adreçar al CAP Santa Eugènia de Berga o truqueu al 061 Salut Respon.",POINT (2.415538096 41.866764948)
33135534,ASSIR CAP Gelida,ASSIR CAP Gelida,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV CIRCUMVAL·LACIÓ, 41",av.,41,8790,GELIDA,80919,ALT PENEDES,"405,100.61","4,588,152.57",1.864042161,41.439340702,11/11/2025 01:10:31 PM,Horari|Dl i dt. de 14 a 20h i  dc de 8 a 15h,POINT (1.864042161 41.439340702)
3620002,Consultori local Les Avellanes,Consultori local Les Avellanes,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL ESGLÉSIA, S/N",pl.,S/N,25612,LES AVELLANES I SANTA LINYA,250371,NOGUERA,"314,617.16","4,641,999.62",0.764825181,41.908198637,11/11/2025 01:10:31 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 44 60 28).  Atenció continuada 24 h al CAP Balaguer.,POINT (0.7648251810000001 41.908198637)
3620291,Centre de Salut Mental Infantil i Juvenil Alt Empordà,Centre de Salut Mental Infantil i Juvenil Alt Empordà,Salut|Centres sanitaris|5. Centres de salut mental|,"CR JONQUERA, 62-72",cr.,62-72,17600,FIGUERES,170669,ALT EMPORDA,"496,671.51","4,679,719.56",2.959638573,42.269676246,11/11/2025 01:10:31 PM,Horari|dimarts 8 a 20 hores i divendres 8 a 15 hores.,POINT (2.9596385730000003 42.269676246)
3620515,Consultori local Les Planes d'Hostoles,Consultori local Les Planes d'Hostoles,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PG PASSATGE DE L'ESTACIÓ, S/N",pg.,S/N,17172,LES PLANES D'HOSTOLES,171334,GARROTXA,"461,949.50","4,655,762.53",2.540169399,42.052995247,11/11/2025 01:10:31 PM,Horari|dl. dc. i dv. de 8 a 15h i dt. i dj. de 14 a 20h. Atenció continuada CAP St Esteve Bas de dl. a dv. de 8 a 20h i ds de 9 a 14h. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos a l'Hospital d'Olot i comarcal de la Garrotxa.,POINT (2.540169399 42.052995247)
3620947,CSMA Mollet,CSMA Mollet,Salut|Centres sanitaris|5. Centres de salut mental|,"RD PINETONS, 6-8",rd.,6-8,8100,MOLLET DEL VALLÈS,81249,VALLES ORIENTAL,"433,436.63","4,599,270.80",2.201961661,41.542327218,11/11/2025 01:10:31 PM,,POINT (2.201961661 41.542327218)
11259834,Hospital de dia Cotxeres,Hospital de dia Cotxeres,Salut|Centres sanitaris|4. Centres sociosanitaris|,"AV DELS QUINZE, 18-30",av.,18-30,8016,BARCELONA,80193,BARCELONES,"431,159.98","4,586,409.02",2.176137901,41.426294309,11/11/2025 01:10:31 PM,,POINT (2.176137901 41.426294309)
3622475,"Hospital de dia sociosanitari Pass, Centre Sociosanitari Antic Hospital Sant Jaume","Hospital de dia sociosanitari Pass, Centre Sociosanitari Antic Hospital Sant Jaume",Salut|Centres sanitaris|4. Centres sociosanitaris|,"CR HOSPITAL, 31",cr.,31,8302,MATARÓ,81213,MARESME,"454,034.31","4,598,813.70",2.448931856,41.539658718,11/11/2025 01:10:31 PM,,POINT (2.448931856 41.539658718)
3620474,Consultori local Pals,Consultori local Pals,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PL CATALUNYA, S/N",pl.,S/N,17256,PALS,171241,BAIX EMPORDA,"512,178.97","4,646,343.48",3.146986373,41.968988252,11/11/2025 01:10:31 PM,"Horari|dl., dc., i dv. de 8 a 13 h. dt i dj. de 15 a 20 h tot any. Fora d'aquest horari truqueu al 061 Salut Respon o adreceu-vos al CAP CAP Dr. Josep Alsina i Bofill de Palafrugell",POINT (3.146986373 41.968988252)
3620386,Consultori local Sant Pere Pescador,Consultori local Sant Pere Pescador,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR HOSPITAL, S/N",cr.,S/N,17470,SANT PERE PESCADOR,171788,ALT EMPORDA,"506,873.80","4,670,560.07",3.08324363,42.187159951,11/11/2025 01:10:31 PM,Horari|de dl. a dv. de 8 a 15h. dt. i dj. 15 a 20h Fora d'aquest Horari consulteu .CAP Moises Broggi de l'Escala o a l'Hospital de Figueres.,POINT (3.08324363 42.187159951)
34086624,Hospital de dia  IJ Santa Coloma,Hospital de dia  IJ Santa Coloma,Salut|Centres sanitaris|5. Centres de salut mental|,"PG SANT MIQUEL, S/N",pg.,S/N,8921,SANTA COLOMA DE GRAMENET,82457,BARCELONES,"433,494.67","4,590,055.59",2.20367484,41.459334467,11/11/2025 01:10:31 PM,,POINT (2.20367484 41.459334467)
3620931,CAP Sants,CAP Sants,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PG DEL VAPOR VELL, 44-46",pg.,44-46,8028,BARCELONA,80193,BARCELONES,"427,679.01","4,580,963.14",2.135133497,41.376939785,11/11/2025 01:10:31 PM,Horari|De dl. a dv. de 8 a 20 h. Fora d'aquest horari telèfon 061 Salut Respon o al CUAP Manso. Urgències pediàtriques de 8 a 22 h al Centre d'Atenció Pediàtrica Integral Barcelona Esquerra (CAPIBE) de dl. a dg.,POINT (2.135133497 41.376939785)
3622290,Atenció continuada CAP Goretti Badia de Súria,Atenció continuada CAP Goretti Badia de Súria,Salut|Centres sanitaris|2. Centres amb atenció continuada|,"PL DE LA SERRADONA, 1",pl.,1,8260,SÚRIA,82747,BAGES,"396,366.18","4,631,684.74",1.751972198,41.830273114,11/11/2025 01:10:31 PM,"Horari|de dl., a dv., de 20 a 8 h. i ds., dg., i festius 24 h.",POINT (1.751972198 41.830273114)
3619940,Consultori local Santa Oliva,Consultori local Santa Oliva,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR MOSSÈN ANTONI PARADIS, 1",cr.,1,43710,SANTA OLIVA,431401,BAIX PENEDES,"378,470.89","4,567,797.72",1.549443017,41.252460904,11/11/2025 01:10:31 PM,Horari|De dilluns a divendres de 8 a 15h. Atenció continuada fora d'aquest horari al CAP Vendrell.,POINT (1.5494430170000002 41.252460904)
33195712,ASSIR CAP Merinals,ASSIR CAP Merinals,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR LA PALMA, 93",cr.,93,8205,SABADELL,81878,VALLES OCCIDENTAL,"424,083.57","4,599,393.97",2.089823546,41.542603644,11/11/2025 01:10:31 PM,,POINT (2.089823546 41.542603644)
33137164,ASSIR CAP Calafell,ASSIR CAP Calafell,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV VILARENC, 8",av.,8,43820,CALAFELL,430379,BAIX PENEDES,"380,060.72","4,561,161.37",1.569716188,41.192937536,11/11/2025 01:10:31 PM,"Horari|De dilluns a divendres de 8 a 20 h. Aquest ASSIR presta serveis en altres punts d'atenció, truqueu al vostre CAP i us informaran.",POINT (1.5697161880000001 41.192937536)
33184292,ASSIR CAP Ca n'Oriac,ASSIR CAP Ca n'Oriac,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"PS SANT BERNAT, 22",ps.,22,8207,SABADELL,81878,VALLES OCCIDENTAL,"424,458.96","4,601,721.76",2.094030972,41.563603833,11/11/2025 01:10:31 PM,,POINT (2.094030972 41.563603833)
3622800,CAS Vic,CAS Vic,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR DE SANT MIQUEL XIC, 2",cr.,2,8500,VIC,82981,OSONA,"439,023.91","4,643,001.45",2.264462091,41.936625554,11/11/2025 01:10:32 PM,Horari|De dilluns a dijous de 8.30 a 19 h. i divendres de 8.30 a 15 h.,POINT (2.264462091 41.936625554)
3619862,CAS Reus. Servei d'Addiccions i Salut Mental,CAS Reus. Servei d'Addiccions i Salut Mental,Salut|Centres sanitaris|6. Centres d'atenció i seguiment a les drogodependències|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"AV JOSEP LAPORTE, 2",av.,2,43204,REUS,431233,BAIX CAMP,"341,313.61","4,557,699.36",1.109934539,41.155099943,11/11/2025 01:10:32 PM,Horari|De dilluns a divendres de 9 a 18 h.,POINT (1.109934539 41.155099943)
3621532,Hospital de dia de salut mental Clínica Llúria-Comunitat Terapèutica,Hospital de dia de salut mental Clínica Llúria-Comunitat Terapèutica,Salut|Centres sanitaris|5. Centres de salut mental|,"PG MERCADER, 14",pg.,14,8008,BARCELONA,80193,BARCELONES,"429,759.81","4,582,666.75",2.159817126,41.392467866,11/11/2025 01:10:31 PM,,POINT (2.159817126 41.392467866)
3619562,Consultori local Sant Antolí i Vilanova,Consultori local Sant Antolí i Vilanova,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"RV RAVAL DEL PONT, S/N",rv.,S/N,25213,RIBERA D'ONDARA,259059,SEGARRA,"359,806.37","4,611,585.31",1.316587819,41.643688075,11/11/2025 01:10:31 PM,Horari|Consulteu l'horari al CAP de referència - Telèfon del CAP (973 53 10 48).  Atenció continuada 24 h al CAP Cervera.,POINT (1.316587819 41.643688075)
3622034,CAP Esparreguera,CAP Esparreguera,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"VI DEL MIL·LENARI, 16",vi.,16,8292,ESPARREGUERA,80765,BAIX LLOBREGAT,"405,796.71","4,599,410.86",1.870613263,41.540811661,11/11/2025 01:10:32 PM,Horari|De dilluns a divendres de 8h a 20h. Caps de setmana i festius PAC Esparreguera de 8h a 20h. Fora d'aquest horari al CUAP La Solana (Sant Andreu de la Barca) o Hospital Sant Joan de Déu de Martorell o bé truqueu al 061 Salut Respon,POINT (1.870613263 41.540811661)
33068569,ASSIR CAP Chafarinas,ASSIR CAP Chafarinas,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"VI FAVÈNCIA, 297",vi.,297,8033,BARCELONA,80193,BARCELONES,"431,789.07","4,588,680.30",2.183409626,41.446804612,11/11/2025 01:10:31 PM,,POINT (2.183409626 41.446804612)
7512112,Servei de Rehabilitació Comunitària Joia (Sants-Montjuïc),Servei de Rehabilitació Comunitària Joia (Sants-Montjuïc),Salut|Centres sanitaris|5. Centres de salut mental|,"CR RECTOR TRIADO, 55-57, pis BA",cr.,55-57,8014,BARCELONA,80193,BARCELONES,"428,335.62","4,581,080.08",2.14297104,41.378051749,11/11/2025 01:10:31 PM,,POINT (2.14297104 41.378051749)
10928282,ASSIR CAP Olesa de Montserrat,ASSIR CAP Olesa de Montserrat,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"CR LLUÍS PUIGJANER, 22",cr.,22,8640,OLESA DE MONTSERRAT,81477,BAIX LLOBREGAT,"407,387.12","4,599,760.61",1.889623023,41.54414711,11/11/2025 01:10:31 PM,"Horari|Dl de 8 a 19h, dt de 8 a15h, dc de 8 a 19.30h, dj de 9 a 13h i dv de 8 a 15h",POINT (1.889623023 41.54414711)
3622295,CAP Berga,CAP Berga,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|Salut|Centres sanitaris|7. Centres amb intercanvi de xeringues|,"CR QUIM SERRA, 1",cr.,1,8600,BERGA,80229,BERGUEDA,"405,201.19","4,662,020.86",1.853459519,42.104554084,11/11/2025 01:10:32 PM,Horari|de dl. a dv. de 8 a 20 h.,POINT (1.853459519 42.104554084)
3619650,Consultori local Sarral,Consultori local Sarral,Salut|Centres sanitaris|1. Centres d'atenció primària (CAP)|,"AV DE LA CONCA, 44",av.,44,43424,SARRAL,431423,CONCA DE BARBERA,"353,733.98","4,589,860.00",1.248990942,41.447000969,11/11/2025 01:10:31 PM,"Horari|Medicina familiar i comunitària: Dll, dm, dj i dv: 8 a 15 Estiu: Dll 11:30 a 15, dm 8 a 15, dj 8 a 15 i dv: 8 a 15  Infermeria: Dll, dm, dj i dv: 8 a 15",POINT (1.248990942 41.447000969)
