Comarca,Sexe,Cause,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
BAIX EBRE,Homes,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EBRE,Homes,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EBRE,Homes,IX.Circulatori,0,0,0,0,0,1,2,13,12,34,44,106,0,0,0,0,0,17.24,29.43,232.72,279.52,1197.18,3822.76,255
BAIX EBRE,Homes,X.Respiratori,0,0,0,0,0,0,1,0,4,15,21,41,0,0,0,0,0,0,14.71,0,93.17,528.17,1824.5,98.63
BAIX EBRE,Homes,XI.Digestiu,0,0,0,0,0,0,1,3,4,6,10,24,0,0,0,0,0,0,14.71,53.71,93.17,211.27,868.81,57.74
BAIX EBRE,Homes,XII.Pell,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,86.88,2.41
BAIX EBRE,Homes,XIII.Osteomuscular,0,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,23.29,35.21,260.64,12.03
BAIX EBRE,Homes,XIV.Genitourinari,0,0,0,0,0,0,0,0,3,4,15,22,0,0,0,0,0,0,0,0,69.88,140.85,1303.21,52.92
BAIX EBRE,Homes,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EBRE,Homes,XVI.Perinatal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EBRE,Homes,XVII.Congènites,1,0,0,0,0,0,0,0,0,0,0,1,333.33,0,0,0,0,0,0,0,0,0,0,2.41
BAIX EBRE,Homes,XVIII.Mal definides,0,0,0,0,0,0,1,1,0,2,1,5,0,0,0,0,0,0,14.71,17.9,0,70.42,86.88,12.03
BAIX EBRE,Homes,XX.Externes,1,0,1,4,0,3,6,4,1,6,1,27,333.33,0,24.01,84.91,0,51.72,88.29,71.61,23.29,211.27,86.88,64.95
BAIX EBRE,Homes,XXI. Total,2,0,2,4,2,5,14,38,60,131,172,430,666.67,0,48.02,84.91,43.4,86.21,206,680.27,1397.62,4612.68,14943.53,1034.42
BAIX EBRE,Total,I.Infeccioses,0,0,0,0,0,0,1,2,3,8,29,43,0,0,0,0,0,0,7.8,17.91,33.83,129.05,909.38,52.55
BAIX EBRE,Total,II.Tumors,0,0,0,0,2,1,11,23,43,61,58,199,0,0,0,0,23.47,8.94,85.78,205.93,484.83,984.03,1818.75,243.2
BAIX EBRE,Total,III.Sang,0,0,1,0,0,0,0,0,0,1,4,6,0,0,12.41,0,0,0,0,0,0,16.13,125.43,7.33
BAIX EBRE,Total,IV.Endocrines,1,0,0,0,0,0,0,2,6,14,22,45,172.41,0,0,0,0,0,0,17.91,67.65,225.84,689.87,54.99
BAIX EBRE,Total,V.Mentals,0,0,0,0,0,0,0,0,2,9,32,43,0,0,0,0,0,0,0,0,22.55,145.18,1003.45,52.55
BAIX EBRE,Total,VI.Nerviós,0,0,0,0,0,1,1,3,5,8,29,47,0,0,0,0,0,8.94,7.8,26.86,56.38,129.05,909.38,57.44
BAIX EBRE,Total,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EBRE,Total,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EBRE,Total,IX.Circulatori,0,0,0,0,0,1,4,18,16,60,135,234,0,0,0,0,0,8.94,31.19,161.16,180.4,967.9,4233.3,285.97
BAIX EBRE,Total,X.Respiratori,0,0,0,0,0,0,1,2,8,20,48,79,0,0,0,0,0,0,7.8,17.91,90.2,322.63,1505.17,96.55
BAIX EBRE,Total,XI.Digestiu,0,0,0,0,0,0,3,4,6,9,24,46,0,0,0,0,0,0,23.4,35.81,67.65,145.18,752.59,56.22
BAIX EBRE,Total,XII.Pell,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,31.36,1.22
BAIX EBRE,Total,XIII.Osteomuscular,0,0,0,0,0,0,0,0,1,1,11,13,0,0,0,0,0,0,0,0,11.28,16.13,344.94,15.89
BAIX EBRE,Total,XIV.Genitourinari,0,0,0,0,0,0,0,1,3,8,26,38,0,0,0,0,0,0,0,8.95,33.83,129.05,815.3,46.44
BAIX EBRE,Total,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EBRE,Total,XVI.Perinatal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EBRE,Total,XVII.Congènites,1,0,1,0,0,0,0,0,1,0,0,3,172.41,0,12.41,0,0,0,0,0,11.28,0,0,3.67
BAIX EBRE,Total,XVIII.Mal definides,0,0,0,0,0,0,1,1,0,4,3,9,0,0,0,0,0,0,7.8,8.95,0,64.53,94.07,11
BAIX EBRE,Total,XX.Externes,1,0,1,4,0,4,6,4,4,8,4,36,172.41,0,12.41,46.22,0,35.77,46.79,35.81,45.1,129.05,125.43,44
BAIX EBRE,Total,XXI. Total,3,0,3,4,2,7,28,60,98,211,426,842,517.24,0,37.23,46.22,23.47,62.6,218.36,537.2,1104.97,3403.77,13358.42,1029.01
BAIX EMPORDÀ,Dones,I.Infeccioses,0,0,0,0,0,0,0,0,0,2,12,14,0,0,0,0,0,0,0,0,0,39.1,428.88,19.64
BAIX EMPORDÀ,Dones,II.Tumors,0,0,0,0,0,3,5,23,27,41,41,140,0,0,0,0,0,31.2,44.36,225.73,338.98,801.56,1465.33,196.41
BAIX EMPORDÀ,Dones,III.Sang,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,107.22,4.21
BAIX EMPORDÀ,Dones,IV.Endocrines,0,0,0,0,0,1,0,0,2,4,19,26,0,0,0,0,0,10.4,0,0,25.11,78.2,679.06,36.48
BAIX EMPORDÀ,Dones,V.Mentals,0,0,0,0,0,0,0,0,0,5,20,25,0,0,0,0,0,0,0,0,0,97.75,714.8,35.07
BAIX EMPORDÀ,Dones,VI.Nerviós,0,0,0,0,0,0,1,1,6,10,45,63,0,0,0,0,0,0,8.87,9.81,75.33,195.5,1608.29,88.38
BAIX EMPORDÀ,Dones,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EMPORDÀ,Dones,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EMPORDÀ,Dones,IX.Circulatori,0,0,0,0,0,1,0,5,7,31,129,173,0,0,0,0,0,10.4,0,49.07,87.88,606.06,4610.44,242.7
BAIX EMPORDÀ,Dones,X.Respiratori,0,0,0,0,0,1,0,3,1,7,29,41,0,0,0,0,0,10.4,0,29.44,12.55,136.85,1036.45,57.52
BAIX EMPORDÀ,Dones,XI.Digestiu,0,0,0,0,0,0,0,1,2,9,16,28,0,0,0,0,0,0,0,9.81,25.11,175.95,571.84,39.28
BAIX EMPORDÀ,Dones,XII.Pell,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,107.22,4.21
BAIX EMPORDÀ,Dones,XIII.Osteomuscular,0,0,0,0,0,0,1,0,0,4,14,19,0,0,0,0,0,0,8.87,0,0,78.2,500.36,26.66
BAIX EMPORDÀ,Dones,XIV.Genitourinari,0,0,0,0,0,0,0,1,0,3,21,25,0,0,0,0,0,0,0,9.81,0,58.65,750.54,35.07
BAIX EMPORDÀ,Dones,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EMPORDÀ,Dones,XVI.Perinatal,1,0,0,0,0,0,0,0,0,0,0,1,212.31,0,0,0,0,0,0,0,0,0,0,1.4
BAIX EMPORDÀ,Dones,XVII.Congènites,2,0,0,0,0,0,0,0,0,0,0,2,424.63,0,0,0,0,0,0,0,0,0,0,2.81
BAIX EMPORDÀ,Dones,XVIII.Mal definides,0,0,0,0,0,1,2,0,3,1,15,22,0,0,0,0,0,10.4,17.74,0,37.66,19.55,536.1,30.86
BAIX EMPORDÀ,Dones,XX.Externes,0,0,0,0,0,0,1,2,3,2,7,15,0,0,0,0,0,0,8.87,19.63,37.66,39.1,250.18,21.04
BAIX EMPORDÀ,Dones,XXI. Total,3,0,0,0,0,7,10,36,51,119,374,600,636.94,0,0,0,0,72.8,88.72,353.32,640.3,2326.49,13366.69,841.74
BAIX EMPORDÀ,Homes,I.Infeccioses,0,0,0,0,0,0,1,4,3,5,12,25,0,0,0,0,0,0,8.38,38.94,39.96,116.17,815.77,35.16
BAIX EMPORDÀ,Homes,II.Tumors,0,0,0,0,0,1,3,30,51,69,59,213,0,0,0,0,0,10.41,25.15,292.06,679.37,1603.16,4010.88,299.52
BAIX EMPORDÀ,Homes,III.Sang,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,23.23,135.96,4.22
BAIX EMPORDÀ,Homes,IV.Endocrines,0,0,0,0,0,1,0,1,4,8,7,21,0,0,0,0,0,10.41,0,9.74,53.28,185.87,475.87,29.53
BAIX EMPORDÀ,Homes,V.Mentals,0,0,0,0,0,0,0,0,1,5,8,14,0,0,0,0,0,0,0,0,13.32,116.17,543.85,19.69
BAIX EMPORDÀ,Homes,VI.Nerviós,0,0,0,1,0,0,0,0,5,17,15,38,0,0,0,12.68,0,0,0,0,66.6,394.98,1019.71,53.44
BAIX EMPORDÀ,Homes,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EMPORDÀ,Homes,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EMPORDÀ,Homes,IX.Circulatori,0,0,0,0,0,1,1,15,25,40,68,150,0,0,0,0,0,10.41,8.38,146.03,333.02,929.37,4622.71,210.93
BAIX EMPORDÀ,Homes,X.Respiratori,0,0,0,0,0,0,0,3,12,15,32,62,0,0,0,0,0,0,0,29.21,159.85,348.51,2175.39,87.19
BAIX EMPORDÀ,Homes,XI.Digestiu,0,0,0,0,0,0,1,6,2,7,6,22,0,0,0,0,0,0,8.38,58.41,26.64,162.64,407.89,30.94
BAIX EMPORDÀ,Homes,XII.Pell,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,135.96,2.81
BAIX EMPORDÀ,Homes,XIII.Osteomuscular,0,0,0,0,0,0,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,46.47,407.89,11.25
BAIX EMPORDÀ,Homes,XIV.Genitourinari,0,0,0,0,0,1,0,1,1,8,19,30,0,0,0,0,0,10.41,0,9.74,13.32,185.87,1291.64,42.19
BAIX EMPORDÀ,Homes,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EMPORDÀ,Homes,XVI.Perinatal,2,0,0,0,0,0,0,0,0,0,0,2,426.44,0,0,0,0,0,0,0,0,0,0,2.81
BAIX EMPORDÀ,Homes,XVII.Congènites,1,0,0,0,0,0,0,0,0,0,0,1,213.22,0,0,0,0,0,0,0,0,0,0,1.41
BAIX EMPORDÀ,Homes,XVIII.Mal definides,0,0,0,0,1,0,1,2,3,2,8,17,0,0,0,0,12.93,0,8.38,19.47,39.96,46.47,543.85,23.91
BAIX EMPORDÀ,Homes,XX.Externes,0,0,0,1,2,3,1,3,2,13,14,39,0,0,0,12.68,25.86,31.22,8.38,29.21,26.64,302.04,951.73,54.84
BAIX EMPORDÀ,Homes,XXI. Total,3,0,0,2,3,7,8,65,109,192,258,647,639.66,0,0,25.36,38.79,72.84,67.06,632.79,1451.98,4460.97,17539.09,909.82
BAIX EMPORDÀ,Total,I.Infeccioses,0,0,0,0,0,0,1,4,3,7,24,39,0,0,0,0,0,0,4.31,19.55,19.39,74.32,562.19,27.39
BAIX EMPORDÀ,Total,II.Tumors,0,0,0,0,0,4,8,53,78,110,100,353,0,0,0,0,0,20.81,34.48,259.03,504.14,1167.85,2342.47,247.9
BAIX EMPORDÀ,Total,III.Sang,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,10.62,117.12,4.21
BAIX EMPORDÀ,Total,IV.Endocrines,0,0,0,0,0,2,0,1,6,12,26,47,0,0,0,0,0,10.4,0,4.89,38.78,127.4,609.04,33.01
BAIX EMPORDÀ,Total,V.Mentals,0,0,0,0,0,0,0,0,1,10,28,39,0,0,0,0,0,0,0,0,6.46,106.17,655.89,27.39
BAIX EMPORDÀ,Total,VI.Nerviós,0,0,0,1,0,0,1,1,11,27,60,101,0,0,0,6.62,0,0,4.31,4.89,71.1,286.65,1405.48,70.93
BAIX EMPORDÀ,Total,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EMPORDÀ,Total,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EMPORDÀ,Total,IX.Circulatori,0,0,0,0,0,2,1,20,32,71,197,323,0,0,0,0,0,10.4,4.31,97.75,206.83,753.8,4614.66,226.84
BAIX EMPORDÀ,Total,X.Respiratori,0,0,0,0,0,1,0,6,13,22,61,103,0,0,0,0,0,5.2,0,29.32,84.02,233.57,1428.91,72.33
BAIX EMPORDÀ,Total,XI.Digestiu,0,0,0,0,0,0,1,7,4,16,22,50,0,0,0,0,0,0,4.31,34.21,25.85,169.87,515.34,35.11
BAIX EMPORDÀ,Total,XII.Pell,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,117.12,3.51
BAIX EMPORDÀ,Total,XIII.Osteomuscular,0,0,0,0,0,0,1,0,0,6,20,27,0,0,0,0,0,0,4.31,0,0,63.7,468.49,18.96
BAIX EMPORDÀ,Total,XIV.Genitourinari,0,0,0,0,0,1,0,2,1,11,40,55,0,0,0,0,0,5.2,0,9.77,6.46,116.79,936.99,38.63
BAIX EMPORDÀ,Total,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX EMPORDÀ,Total,XVI.Perinatal,3,0,0,0,0,0,0,0,0,0,0,3,319.15,0,0,0,0,0,0,0,0,0,0,2.11
BAIX EMPORDÀ,Total,XVII.Congènites,3,0,0,0,0,0,0,0,0,0,0,3,319.15,0,0,0,0,0,0,0,0,0,0,2.11
BAIX EMPORDÀ,Total,XVIII.Mal definides,0,0,0,0,1,1,3,2,6,3,23,39,0,0,0,0,6.62,5.2,12.93,9.77,38.78,31.85,538.77,27.39
BAIX EMPORDÀ,Total,XX.Externes,0,0,0,1,2,3,2,5,5,15,21,54,0,0,0,6.62,13.24,15.6,8.62,24.44,32.32,159.25,491.92,37.92
BAIX EMPORDÀ,Total,XXI. Total,6,0,0,2,3,14,18,101,160,311,632,1247,638.3,0,0,13.24,19.85,72.82,77.58,493.62,1034.13,3301.84,14804.4,875.74
BAIX LLOBREGAT,Dones,I.Infeccioses,0,0,0,1,0,0,0,4,10,33,58,106,0,0,0,2.11,0,0,0,7.05,23.12,105.6,375.96,24.61
BAIX LLOBREGAT,Dones,II.Tumors,0,0,1,0,2,10,50,111,170,206,193,743,0,0,2.28,0,4.57,16.88,66.99,195.77,393.1,659.22,1251.05,172.5
BAIX LLOBREGAT,Dones,III.Sang,0,0,0,0,0,0,1,1,2,4,9,17,0,0,0,0,0,0,1.34,1.76,4.62,12.8,58.34,3.95
BAIX LLOBREGAT,Dones,IV.Endocrines,0,0,0,0,0,1,1,2,6,36,112,158,0,0,0,0,0,1.69,1.34,3.53,13.87,115.2,726,36.68
BAIX LLOBREGAT,Dones,V.Mentals,0,0,0,0,0,0,1,2,10,29,159,201,0,0,0,0,0,0,1.34,3.53,23.12,92.8,1030.66,46.66
BAIX LLOBREGAT,Dones,VI.Nerviós,0,0,0,1,0,0,4,7,19,66,169,266,0,0,0,2.11,0,0,5.36,12.35,43.93,211.21,1095.48,61.75
BAIX LLOBREGAT,Dones,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX LLOBREGAT,Dones,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.48,0.23
BAIX LLOBREGAT,Dones,IX.Circulatori,0,0,0,0,4,3,13,30,58,166,575,849,0,0,0,0,9.13,5.06,17.42,52.91,134.12,531.22,3727.23,197.1
BAIX LLOBREGAT,Dones,X.Respiratori,0,0,0,0,0,1,5,10,20,61,194,291,0,0,0,0,0,1.69,6.7,17.64,46.25,195.21,1257.54,67.56
BAIX LLOBREGAT,Dones,XI.Digestiu,0,0,0,0,0,0,4,8,15,34,90,151,0,0,0,0,0,0,5.36,14.11,34.69,108.8,583.39,35.06
BAIX LLOBREGAT,Dones,XII.Pell,0,0,0,0,0,0,0,0,1,1,6,8,0,0,0,0,0,0,0,0,2.31,3.2,38.89,1.86
BAIX LLOBREGAT,Dones,XIII.Osteomuscular,0,0,0,0,0,0,0,2,4,14,44,64,0,0,0,0,0,0,0,3.53,9.25,44.8,285.21,14.86
BAIX LLOBREGAT,Dones,XIV.Genitourinari,0,0,0,0,0,0,1,1,11,30,147,190,0,0,0,0,0,0,1.34,1.76,25.44,96,952.87,44.11
BAIX LLOBREGAT,Dones,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX LLOBREGAT,Dones,XVI.Perinatal,1,0,0,0,0,0,0,0,0,0,0,1,36.59,0,0,0,0,0,0,0,0,0,0,0.23
BAIX LLOBREGAT,Dones,XVII.Congènites,3,0,0,0,0,0,3,0,1,1,0,8,109.77,0,0,0,0,0,4.02,0,2.31,3.2,0,1.86
BAIX LLOBREGAT,Dones,XVIII.Mal definides,0,0,0,0,0,0,3,1,3,9,40,56,0,0,0,0,0,0,4.02,1.76,6.94,28.8,259.29,13
BAIX LLOBREGAT,Dones,XX.Externes,0,0,0,3,2,4,8,10,16,29,71,143,0,0,0,6.33,4.57,6.75,10.72,17.64,37,92.8,460.23,33.2
BAIX LLOBREGAT,Dones,XXI. Total,4,0,1,5,8,19,94,189,346,719,1868,3253,146.36,0,2.28,10.55,18.26,32.08,125.94,333.34,800.07,2300.87,12108.64,755.22
BAIX LLOBREGAT,Homes,I.Infeccioses,0,0,0,0,0,1,2,10,17,27,46,103,0,0,0,0,0,1.73,2.66,18.33,46.88,114.28,570.93,24.88
BAIX LLOBREGAT,Homes,II.Tumors,0,0,4,1,4,4,57,149,285,353,237,1094,0,0,8.62,1.97,8.85,6.93,75.72,273.08,786.01,1494.05,2941.54,264.27
BAIX LLOBREGAT,Homes,III.Sang,0,0,0,1,0,0,0,1,0,4,3,9,0,0,0,1.97,0,0,0,1.83,0,16.93,37.23,2.17
BAIX LLOBREGAT,Homes,IV.Endocrines,0,0,0,0,0,0,1,9,15,47,63,135,0,0,0,0,0,0,1.33,16.49,41.37,198.92,781.93,32.61
BAIX LLOBREGAT,Homes,V.Mentals,0,0,0,0,0,0,1,4,14,32,75,126,0,0,0,0,0,0,1.33,7.33,38.61,135.44,930.87,30.44
BAIX LLOBREGAT,Homes,VI.Nerviós,0,1,0,2,2,2,5,10,27,66,46,161,0,7.52,0,3.95,4.42,3.47,6.64,18.33,74.46,279.34,570.93,38.89
BAIX LLOBREGAT,Homes,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX LLOBREGAT,Homes,VIII.Oïda,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.23,0,0.24
BAIX LLOBREGAT,Homes,IX.Circulatori,0,0,0,0,3,11,42,80,133,204,308,781,0,0,0,0,6.63,19.07,55.79,146.62,366.81,863.42,3822.76,188.66
BAIX LLOBREGAT,Homes,X.Respiratori,0,0,1,1,0,4,11,22,54,133,153,379,0,0,2.16,1.97,0,6.93,14.61,40.32,148.93,562.92,1898.97,91.55
BAIX LLOBREGAT,Homes,XI.Digestiu,0,0,0,1,1,1,14,37,24,45,47,170,0,0,0,1.97,2.21,1.73,18.6,67.81,66.19,190.46,583.34,41.07
BAIX LLOBREGAT,Homes,XII.Pell,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,49.65,0.97
BAIX LLOBREGAT,Homes,XIII.Osteomuscular,0,0,0,0,0,0,0,3,3,5,21,32,0,0,0,0,0,0,0,5.5,8.27,21.16,260.64,7.73
BAIX LLOBREGAT,Homes,XIV.Genitourinari,0,0,0,0,0,1,2,3,8,22,71,107,0,0,0,0,0,1.73,2.66,5.5,22.06,93.11,881.22,25.85
BAIX LLOBREGAT,Homes,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX LLOBREGAT,Homes,XVI.Perinatal,2,0,0,0,0,0,1,0,0,0,0,3,67.96,0,0,0,0,0,1.33,0,0,0,0,0.72
BAIX LLOBREGAT,Homes,XVII.Congènites,0,1,0,0,0,0,0,1,1,1,0,4,0,7.52,0,0,0,0,0,1.83,2.76,4.23,0,0.97
BAIX LLOBREGAT,Homes,XVIII.Mal definides,0,0,0,0,0,0,6,7,9,23,23,68,0,0,0,0,0,0,7.97,12.83,24.82,97.35,285.47,16.43
BAIX LLOBREGAT,Homes,XX.Externes,0,0,1,7,4,15,29,25,19,41,50,191,0,0,2.16,13.82,8.85,26,38.52,45.82,52.4,173.53,620.58,46.14
BAIX LLOBREGAT,Homes,XXI. Total,2,2,6,13,14,39,171,361,609,1004,1147,3368,67.96,15.04,12.93,25.67,30.96,67.6,227.16,661.62,1679.58,4249.38,14236.07,813.58
BAIX LLOBREGAT,Total,I.Infeccioses,0,0,0,1,0,1,2,14,27,60,104,209,0,0,0,1.02,0,0.86,1.33,12.58,33.96,109.34,442.85,24.74
BAIX LLOBREGAT,Total,II.Tumors,0,0,5,1,6,14,107,260,455,559,430,1837,0,0,5.54,1.02,6.74,11.97,71.37,233.68,572.29,1018.66,1831.03,217.47
BAIX LLOBREGAT,Total,III.Sang,0,0,0,1,0,0,1,2,2,8,12,26,0,0,0,1.02,0,0,0.67,1.8,2.52,14.58,51.1,3.08
BAIX LLOBREGAT,Total,IV.Endocrines,0,0,0,0,0,1,2,11,21,83,175,293,0,0,0,0,0,0.86,1.33,9.89,26.41,151.25,745.19,34.69
BAIX LLOBREGAT,Total,V.Mentals,0,0,0,0,0,0,2,6,24,61,234,327,0,0,0,0,0,0,1.33,5.39,30.19,111.16,996.42,38.71
BAIX LLOBREGAT,Total,VI.Nerviós,0,1,0,3,2,2,9,17,46,132,215,427,0,3.87,0,3.06,2.25,1.71,6,15.28,57.86,240.54,915.52,50.55
BAIX LLOBREGAT,Total,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX LLOBREGAT,Total,VIII.Oïda,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1.82,4.26,0.24
BAIX LLOBREGAT,Total,IX.Circulatori,0,0,0,0,7,14,55,110,191,370,883,1630,0,0,0,0,7.86,11.97,36.69,98.87,240.24,674.25,3760.01,192.97
BAIX LLOBREGAT,Total,X.Respiratori,0,0,1,1,0,5,16,32,74,194,347,670,0,0,1.11,1.02,0,4.28,10.67,28.76,93.08,353.52,1477.6,79.32
BAIX LLOBREGAT,Total,XI.Digestiu,0,0,0,1,1,1,18,45,39,79,137,321,0,0,0,1.02,1.12,0.86,12.01,40.45,49.05,143.96,583.38,38
BAIX LLOBREGAT,Total,XII.Pell,0,0,0,0,0,0,0,0,1,1,10,12,0,0,0,0,0,0,0,0,1.26,1.82,42.58,1.42
BAIX LLOBREGAT,Total,XIII.Osteomuscular,0,0,0,0,0,0,0,5,7,19,65,96,0,0,0,0,0,0,0,4.49,8.8,34.62,276.78,11.36
BAIX LLOBREGAT,Total,XIV.Genitourinari,0,0,0,0,0,1,3,4,19,52,218,297,0,0,0,0,0,0.86,2,3.6,23.9,94.76,928.29,35.16
BAIX LLOBREGAT,Total,XV.Embaràs i part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX LLOBREGAT,Total,XVI.Perinatal,3,0,0,0,0,0,1,0,0,0,0,4,52.85,0,0,0,0,0,0.67,0,0,0,0,0.47
BAIX LLOBREGAT,Total,XVII.Congènites,3,1,0,0,0,0,3,1,2,2,0,12,52.85,3.87,0,0,0,0,2,0.9,2.52,3.64,0,1.42
BAIX LLOBREGAT,Total,XVIII.Mal definides,0,0,0,0,0,0,9,8,12,32,63,124,0,0,0,0,0,0,6,7.19,15.09,58.31,268.27,14.68
BAIX LLOBREGAT,Total,XX.Externes,0,0,1,10,6,19,37,35,35,70,121,334,0,0,1.11,10.2,6.74,16.25,24.68,31.46,44.02,127.56,515.24,39.54
BAIX LLOBREGAT,Total,XXI. Total,6,2,7,18,22,58,265,550,955,1723,3015,6621,105.71,7.74,7.76,18.36,24.71,49.6,176.77,494.33,1201.18,3139.81,12838.53,783.82
BAIX PENEDÈS,Dones,I.Infeccioses,0,0,0,0,0,0,0,1,2,3,4,10,0,0,0,0,0,0,0,12.86,30.55,71.11,208.33,17.12
BAIX PENEDÈS,Dones,II.Tumors,0,0,0,0,1,3,6,12,26,27,33,108,0,0,0,0,17.24,36.71,62.35,154.3,397.13,639.96,1718.75,184.92
BAIX PENEDÈS,Dones,III.Sang,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23.7,0,1.71
BAIX PENEDÈS,Dones,IV.Endocrines,0,0,0,0,0,0,0,2,1,6,8,17,0,0,0,0,0,0,0,25.72,15.27,142.21,416.67,29.11
BAIX PENEDÈS,Dones,V.Mentals,0,0,0,0,0,0,1,0,0,8,24,33,0,0,0,0,0,0,10.39,0,0,189.62,1250,56.5
BAIX PENEDÈS,Dones,VI.Nerviós,0,0,0,1,0,0,0,0,1,9,12,23,0,0,0,16.29,0,0,0,0,15.27,213.32,625,39.38
BAIX PENEDÈS,Dones,VII.Ull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX PENEDÈS,Dones,VIII.Oïda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAIX PENEDÈS,Dones,IX.Circulatori,0,0,0,0,0,1,1,5,11,30,79,127,0,0,0,0,0,12.24,10.39,64.29,168.02,711.07,4114.58,217.45
BAIX PENEDÈS,Dones,X.Respiratori,0,1,0,0,0,0,0,3,5,10,30,49,0,55.07,0,0,0,0,0,38.58,76.37,237.02,1562.5,83.9
BAIX PENEDÈS,Dones,XI.Digestiu,0,0,0,0,0,0,0,1,7,8,10,26,0,0,0,0,0,0,0,12.86,106.92,189.62,520.83,44.52
BAIX PENEDÈS,Dones,XII.Pell,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,30.55,0,52.08,5.14
BAIX PENEDÈS,Dones,XIII.Osteomuscular,0,0,0,0,0,0,0,2,0,2,5,9,0,0,0,0,0,0,0,25.72,0,47.4,260.42,15.41
BAIX PENEDÈS,Dones,XIV.Genitourinari,0,0,0,0,0,0,0,0,2,6,17,25,0,0,0,0,0,0,0,0,30.55,142.21,885.42,42.81
