Provincia de residencia	Causas (lista reducida)	Sexo	Edad	Total
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 30 a 39 años	0
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 40 a 44 años	0
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 45 a 49 años	1
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 50 a 54 años	1
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 55 a 59 años	3
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 60 a 64 años	3
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 65 a 69 años	0
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 70 a 74 años	5
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 75 a 79 años	10
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 80 a 84 años	14
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 85 a 89 años	33
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 90 a 94 años	54
Cataluña	042 Enfermedades de la sangre y de los órganos hematopoyéticos	Mujeres	De 95 años y más	38
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	Todas las edades	24
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	Menores de 1 año	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 1 a 14 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 15 a 29 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 30 a 39 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 40 a 44 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 45 a 49 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 50 a 54 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 55 a 59 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 60 a 64 años	3
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 65 a 69 años	2
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 70 a 74 años	3
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 75 a 79 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 80 a 84 años	3
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 85 a 89 años	3
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 90 a 94 años	5
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Ambos sexos	De 95 años y más	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	Todas las edades	12
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	Menores de 1 año	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 1 a 14 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 15 a 29 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 30 a 39 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 40 a 44 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 45 a 49 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 50 a 54 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 55 a 59 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 60 a 64 años	3
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 65 a 69 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 70 a 74 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 75 a 79 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 80 a 84 años	2
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 85 a 89 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 90 a 94 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Hombres	De 95 años y más	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	Todas las edades	12
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	Menores de 1 año	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 1 a 14 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 15 a 29 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 30 a 39 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 40 a 44 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 45 a 49 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 50 a 54 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 55 a 59 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 60 a 64 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 65 a 69 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 70 a 74 años	2
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 75 a 79 años	0
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 80 a 84 años	1
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 85 a 89 años	3
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 90 a 94 años	4
Cataluña	043 Ciertos trastornos que afectan al mecanismo de la inmunidad	Mujeres	De 95 años y más	0
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	Todas las edades	2.564
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	Menores de 1 año	4
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 1 a 14 años	12
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 15 a 29 años	4
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 30 a 39 años	3
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 40 a 44 años	3
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 45 a 49 años	9
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 50 a 54 años	15
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 55 a 59 años	46
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 60 a 64 años	58
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 65 a 69 años	87
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 70 a 74 años	155
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 75 a 79 años	302
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 80 a 84 años	404
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 85 a 89 años	561
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 90 a 94 años	594
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 95 años y más	307
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	Todas las edades	1.197
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	Menores de 1 año	2
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 1 a 14 años	7
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 15 a 29 años	2
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 30 a 39 años	1
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 40 a 44 años	3
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 45 a 49 años	7
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 50 a 54 años	9
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 55 a 59 años	30
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 60 a 64 años	39
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 65 a 69 años	67
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 70 a 74 años	94
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 75 a 79 años	182
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 80 a 84 años	224
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 85 a 89 años	248
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 90 a 94 años	214
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 95 años y más	68
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	Todas las edades	1.367
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	Menores de 1 año	2
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 1 a 14 años	5
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 15 a 29 años	2
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 30 a 39 años	2
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 40 a 44 años	0
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 45 a 49 años	2
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 50 a 54 años	6
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 55 a 59 años	16
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 60 a 64 años	19
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 65 a 69 años	20
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 70 a 74 años	61
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 75 a 79 años	120
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 80 a 84 años	180
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 85 a 89 años	313
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 90 a 94 años	380
Cataluña	044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 95 años y más	239
Cataluña	044 Diabetes mellitus	Ambos sexos	Todas las edades	1.749
Cataluña	044 Diabetes mellitus	Ambos sexos	Menores de 1 año	0
Cataluña	044 Diabetes mellitus	Ambos sexos	De 1 a 14 años	0
Cataluña	044 Diabetes mellitus	Ambos sexos	De 15 a 29 años	0
Cataluña	044 Diabetes mellitus	Ambos sexos	De 30 a 39 años	2
Cataluña	044 Diabetes mellitus	Ambos sexos	De 40 a 44 años	1
Cataluña	044 Diabetes mellitus	Ambos sexos	De 45 a 49 años	5
Cataluña	044 Diabetes mellitus	Ambos sexos	De 50 a 54 años	8
Cataluña	044 Diabetes mellitus	Ambos sexos	De 55 a 59 años	26
Cataluña	044 Diabetes mellitus	Ambos sexos	De 60 a 64 años	32
Cataluña	044 Diabetes mellitus	Ambos sexos	De 65 a 69 años	62
Cataluña	044 Diabetes mellitus	Ambos sexos	De 70 a 74 años	95
Cataluña	044 Diabetes mellitus	Ambos sexos	De 75 a 79 años	202
Cataluña	044 Diabetes mellitus	Ambos sexos	De 80 a 84 años	277
Cataluña	044 Diabetes mellitus	Ambos sexos	De 85 a 89 años	401
Cataluña	044 Diabetes mellitus	Ambos sexos	De 90 a 94 años	440
Cataluña	044 Diabetes mellitus	Ambos sexos	De 95 años y más	198
Cataluña	044 Diabetes mellitus	Hombres	Todas las edades	830
Cataluña	044 Diabetes mellitus	Hombres	Menores de 1 año	0
Cataluña	044 Diabetes mellitus	Hombres	De 1 a 14 años	0
Cataluña	044 Diabetes mellitus	Hombres	De 15 a 29 años	0
Cataluña	044 Diabetes mellitus	Hombres	De 30 a 39 años	1
Cataluña	044 Diabetes mellitus	Hombres	De 40 a 44 años	1
Cataluña	044 Diabetes mellitus	Hombres	De 45 a 49 años	4
Cataluña	044 Diabetes mellitus	Hombres	De 50 a 54 años	6
Cataluña	044 Diabetes mellitus	Hombres	De 55 a 59 años	19
Cataluña	044 Diabetes mellitus	Hombres	De 60 a 64 años	26
Cataluña	044 Diabetes mellitus	Hombres	De 65 a 69 años	48
Cataluña	044 Diabetes mellitus	Hombres	De 70 a 74 años	67
Cataluña	044 Diabetes mellitus	Hombres	De 75 a 79 años	120
Cataluña	044 Diabetes mellitus	Hombres	De 80 a 84 años	154
Cataluña	044 Diabetes mellitus	Hombres	De 85 a 89 años	175
Cataluña	044 Diabetes mellitus	Hombres	De 90 a 94 años	157
Cataluña	044 Diabetes mellitus	Hombres	De 95 años y más	52
Cataluña	044 Diabetes mellitus	Mujeres	Todas las edades	919
Cataluña	044 Diabetes mellitus	Mujeres	Menores de 1 año	0
Cataluña	044 Diabetes mellitus	Mujeres	De 1 a 14 años	0
Cataluña	044 Diabetes mellitus	Mujeres	De 15 a 29 años	0
Cataluña	044 Diabetes mellitus	Mujeres	De 30 a 39 años	1
Cataluña	044 Diabetes mellitus	Mujeres	De 40 a 44 años	0
Cataluña	044 Diabetes mellitus	Mujeres	De 45 a 49 años	1
Cataluña	044 Diabetes mellitus	Mujeres	De 50 a 54 años	2
Cataluña	044 Diabetes mellitus	Mujeres	De 55 a 59 años	7
Cataluña	044 Diabetes mellitus	Mujeres	De 60 a 64 años	6
Cataluña	044 Diabetes mellitus	Mujeres	De 65 a 69 años	14
Cataluña	044 Diabetes mellitus	Mujeres	De 70 a 74 años	28
Cataluña	044 Diabetes mellitus	Mujeres	De 75 a 79 años	82
Cataluña	044 Diabetes mellitus	Mujeres	De 80 a 84 años	123
Cataluña	044 Diabetes mellitus	Mujeres	De 85 a 89 años	226
Cataluña	044 Diabetes mellitus	Mujeres	De 90 a 94 años	283
Cataluña	044 Diabetes mellitus	Mujeres	De 95 años y más	146
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	Todas las edades	815
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	Menores de 1 año	4
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 1 a 14 años	12
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 15 a 29 años	4
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 30 a 39 años	1
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 40 a 44 años	2
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 45 a 49 años	4
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 50 a 54 años	7
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 55 a 59 años	20
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 60 a 64 años	26
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 65 a 69 años	25
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 70 a 74 años	60
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 75 a 79 años	100
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 80 a 84 años	127
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 85 a 89 años	160
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 90 a 94 años	154
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Ambos sexos	De 95 años y más	109
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	Todas las edades	367
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	Menores de 1 año	2
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 1 a 14 años	7
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 15 a 29 años	2
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 30 a 39 años	0
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 40 a 44 años	2
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 45 a 49 años	3
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 50 a 54 años	3
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 55 a 59 años	11
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 60 a 64 años	13
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 65 a 69 años	19
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 70 a 74 años	27
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 75 a 79 años	62
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 80 a 84 años	70
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 85 a 89 años	73
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 90 a 94 años	57
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Hombres	De 95 años y más	16
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	Todas las edades	448
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	Menores de 1 año	2
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 1 a 14 años	5
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 15 a 29 años	2
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 30 a 39 años	1
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 40 a 44 años	0
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 45 a 49 años	1
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 50 a 54 años	4
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 55 a 59 años	9
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 60 a 64 años	13
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 65 a 69 años	6
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 70 a 74 años	33
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 75 a 79 años	38
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 80 a 84 años	57
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 85 a 89 años	87
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 90 a 94 años	97
Cataluña	045 Otras enfermedades endocrinas, nutricionales y metabólicas	Mujeres	De 95 años y más	93
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	Todas las edades	3.744
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	Menores de 1 año	0
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 1 a 14 años	0
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 15 a 29 años	1
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 30 a 39 años	1
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 40 a 44 años	2
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 45 a 49 años	5
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 50 a 54 años	6
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 55 a 59 años	17
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 60 a 64 años	19
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 65 a 69 años	45
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 70 a 74 años	103
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 75 a 79 años	289
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 80 a 84 años	498
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 85 a 89 años	823
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 90 a 94 años	1.162
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Ambos sexos	De 95 años y más	773
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	Todas las edades	1.341
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	Menores de 1 año	0
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 1 a 14 años	0
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 15 a 29 años	0
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 30 a 39 años	1
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 40 a 44 años	2
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 45 a 49 años	4
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 50 a 54 años	4
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 55 a 59 años	10
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 60 a 64 años	9
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 65 a 69 años	27
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 70 a 74 años	69
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 75 a 79 años	173
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 80 a 84 años	254
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 85 a 89 años	304
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 90 a 94 años	340
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Hombres	De 95 años y más	144
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	Todas las edades	2.403
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	Menores de 1 año	0
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 1 a 14 años	0
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 15 a 29 años	1
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 30 a 39 años	0
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 40 a 44 años	0
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 45 a 49 años	1
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 50 a 54 años	2
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 55 a 59 años	7
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 60 a 64 años	10
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 65 a 69 años	18
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 70 a 74 años	34
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 75 a 79 años	116
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 80 a 84 años	244
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 85 a 89 años	519
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 90 a 94 años	822
Cataluña	046-049 V.Trastornos mentales y del comportamiento	Mujeres	De 95 años y más	629
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	Todas las edades	3.584
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	Menores de 1 año	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 1 a 14 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 15 a 29 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 30 a 39 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 40 a 44 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 45 a 49 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 50 a 54 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 55 a 59 años	3
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 60 a 64 años	9
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 65 a 69 años	27
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 70 a 74 años	82
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 75 a 79 años	266
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 80 a 84 años	479
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 85 a 89 años	807
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 90 a 94 años	1.142
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Ambos sexos	De 95 años y más	769
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	Todas las edades	1.248
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	Menores de 1 año	0
